Freq(MHz),Point,Lat,Lon,Elev(m),Pr(dBm)
100.00,AVG,32.52451,36.08240,641.0,-89.79
100.00,AVG,32.52451,36.09525,608.0,-89.84
100.00,AVG,32.52451,36.10811,637.0,-89.89
100.00,AVG,32.52451,36.12096,655.0,-89.94
100.00,AVG,32.52451,36.13381,658.0,-89.98
100.00,AVG,32.52451,36.14667,669.0,-90.03
100.00,AVG,32.52451,36.15952,636.0,-90.08
100.00,AVG,32.52451,36.17238,595.0,-90.13
100.00,AVG,32.52451,36.18523,585.0,-90.17
100.00,AVG,32.52451,36.19808,578.0,-90.22
100.00,AVG,32.52451,36.21094,580.0,-90.27
100.00,AVG,32.54424,34.92554,6.0,-83.61
100.00,AVG,32.54424,34.93839,130.0,-83.71
100.00,AVG,32.54424,34.95125,47.0,-83.81
100.00,AVG,32.54424,34.96410,31.0,-83.91
100.00,AVG,32.54424,34.97695,57.0,-84.00
100.00,AVG,32.54424,34.98981,64.0,-84.10
100.00,AVG,32.54424,35.00266,53.0,-84.20
100.00,AVG,32.54424,35.01552,120.0,-84.29
100.00,AVG,32.54424,35.02837,106.0,-84.38
100.00,AVG,32.54424,35.04122,123.0,-84.48
100.00,AVG,32.54424,35.05408,167.0,-84.57
100.00,AVG,32.54424,35.06693,145.0,-84.66
100.00,AVG,32.54424,35.07979,174.0,-84.75
100.00,AVG,32.54424,35.09264,215.0,-84.84
100.00,AVG,32.54424,35.10549,260.0,-84.92
100.00,AVG,32.54424,35.11835,292.0,-85.01
100.00,AVG,32.54424,35.13120,304.0,-85.09
100.00,AVG,32.54424,35.14406,373.0,-85.18
100.00,AVG,32.54424,35.15691,304.0,-85.26
100.00,AVG,32.54424,35.16976,294.0,-85.35
100.00,AVG,32.54424,35.18262,219.0,-85.43
100.00,AVG,32.54424,35.19547,176.0,-85.51
100.00,AVG,32.54424,35.20833,126.0,-85.59
100.00,AVG,32.54424,35.22118,88.0,-85.67
100.00,AVG,32.54424,35.23403,75.0,-85.75
100.00,AVG,32.54424,35.24689,70.0,-85.83
100.00,AVG,32.54424,35.25974,69.0,-85.91
100.00,AVG,32.54424,35.27260,67.0,-85.99
100.00,AVG,32.54424,35.28545,69.0,-86.06
100.00,AVG,32.54424,35.29830,68.0,-86.14
100.00,AVG,32.54424,35.31116,75.0,-86.21
100.00,AVG,32.54424,35.32401,81.0,-86.29
100.00,AVG,32.54424,35.33687,64.0,-86.36
100.00,AVG,32.54424,35.34972,91.0,-86.43
100.00,AVG,32.54424,35.36257,31.0,-86.51
100.00,AVG,32.54424,35.37543,-41.0,-86.58
100.00,AVG,32.54424,35.38828,-60.0,-86.65
100.00,AVG,32.54424,35.40114,-69.0,-86.86
100.00,AVG,32.54424,35.41399,-76.0,-86.79
100.00,AVG,32.54424,35.42684,-82.0,-86.86
100.00,AVG,32.54424,35.43970,-77.0,-86.93
100.00,AVG,32.54424,35.45255,-49.0,-86.99
100.00,AVG,32.54424,35.46541,-32.0,-87.21
100.00,AVG,32.54424,35.47826,0.0,-87.13
100.00,AVG,32.54424,35.49111,36.0,-87.20
100.00,AVG,32.54424,35.50397,37.0,-87.50
100.00,AVG,32.54424,35.51682,0.0,-87.33
100.00,AVG,32.54424,35.52968,-100.0,-87.39
100.00,AVG,32.54424,35.54253,-230.0,-87.65
100.00,AVG,32.54424,35.55538,-250.0,-87.72
100.00,AVG,32.54424,35.56824,-275.0,-87.59
100.00,AVG,32.54424,35.58109,-245.0,-87.65
100.00,AVG,32.54424,35.59395,-224.0,-87.71
100.00,AVG,32.54424,35.60680,-192.0,-87.94
100.00,AVG,32.54424,35.61965,-112.0,-87.83
100.00,AVG,32.54424,35.63251,76.0,-87.90
100.00,AVG,32.54424,35.64536,125.0,-87.96
100.00,AVG,32.54424,35.65822,213.0,-88.02
100.00,AVG,32.54424,35.67107,297.0,-88.08
100.00,AVG,32.54424,35.68392,299.0,-88.13
100.00,AVG,32.54424,35.69678,336.0,-88.19
100.00,AVG,32.54424,35.70963,368.0,-88.25
100.00,AVG,32.54424,35.72249,356.0,-88.31
100.00,AVG,32.54424,35.73534,412.0,-88.37
100.00,AVG,32.54424,35.74819,410.0,-88.43
100.00,AVG,32.54424,35.76105,449.0,-88.48
100.00,AVG,32.54424,35.77390,506.0,-88.54
100.00,AVG,32.54424,35.78676,505.0,-88.60
100.00,AVG,32.54424,35.79961,557.0,-88.65
100.00,AVG,32.54424,35.81246,587.0,-88.71
100.00,AVG,32.54424,35.82532,507.0,-88.76
100.00,AVG,32.54424,35.83817,571.0,-88.82
100.00,AVG,32.54424,35.85103,596.0,-88.87
100.00,AVG,32.54424,35.86388,576.0,-88.93
100.00,AVG,32.54424,35.87673,569.0,-88.98
100.00,AVG,32.54424,35.88959,567.0,-89.23
100.00,AVG,32.54424,35.90244,535.0,-89.28
100.00,AVG,32.54424,35.91530,514.0,-89.59
100.00,AVG,32.54424,35.92815,517.0,-89.64
100.00,AVG,32.54424,35.94100,519.0,-89.45
100.00,AVG,32.54424,35.95386,526.0,-89.75
100.00,AVG,32.54424,35.96671,529.0,-89.81
100.00,AVG,32.54424,35.97957,529.0,-89.40
100.00,AVG,32.54424,35.99242,529.0,-89.66
100.00,AVG,32.54424,36.00527,547.0,-89.71
100.00,AVG,32.54424,36.01813,516.0,-89.76
100.00,AVG,32.54424,36.03098,518.0,-89.81
100.00,AVG,32.54424,36.04384,529.0,-89.86
100.00,AVG,32.54424,36.05669,548.0,-89.70
100.00,AVG,32.54424,36.06954,585.0,-89.75
100.00,AVG,32.54424,36.08240,626.0,-89.80
100.00,AVG,32.54424,36.09525,583.0,-89.85
100.00,AVG,32.54424,36.10811,603.0,-89.90
100.00,AVG,32.54424,36.12096,635.0,-89.95
100.00,AVG,32.54424,36.13381,611.0,-89.99
100.00,AVG,32.54424,36.14667,637.0,-90.04
100.00,AVG,32.54424,36.15952,613.0,-90.09
100.00,AVG,32.54424,36.17238,583.0,-90.14
100.00,AVG,32.54424,36.18523,573.0,-90.18
100.00,AVG,32.54424,36.19808,573.0,-90.23
100.00,AVG,32.54424,36.21094,576.0,-90.28
100.00,AVG,32.56396,34.92554,6.0,-83.60
100.00,AVG,32.56396,34.93839,101.0,-83.70
100.00,AVG,32.56396,34.95125,133.0,-83.80
100.00,AVG,32.56396,34.96410,125.0,-83.90
100.00,AVG,32.56396,34.97695,139.0,-84.00
100.00,AVG,32.56396,34.98981,122.0,-84.10
100.00,AVG,32.56396,35.00266,112.0,-84.19
100.00,AVG,32.56396,35.01552,122.0,-84.29
100.00,AVG,32.56396,35.02837,83.0,-84.38
100.00,AVG,32.56396,35.04122,92.0,-84.48
100.00,AVG,32.56396,35.05408,107.0,-84.57
100.00,AVG,32.56396,35.06693,120.0,-84.66
100.00,AVG,32.56396,35.07979,138.0,-84.75
100.00,AVG,32.56396,35.09264,201.0,-84.84
100.00,AVG,32.56396,35.10549,223.0,-84.92
100.00,AVG,32.56396,35.11835,276.0,-85.01
100.00,AVG,32.56396,35.13120,286.0,-85.10
100.00,AVG,32.56396,35.14406,314.0,-85.18
100.00,AVG,32.56396,35.15691,212.0,-85.27
100.00,AVG,32.56396,35.16976,252.0,-85.35
100.00,AVG,32.56396,35.18262,142.0,-85.43
100.00,AVG,32.56396,35.19547,125.0,-85.52
100.00,AVG,32.56396,35.20833,85.0,-85.60
100.00,AVG,32.56396,35.22118,69.0,-85.68
100.00,AVG,32.56396,35.23403,64.0,-85.76
100.00,AVG,32.56396,35.24689,60.0,-85.84
100.00,AVG,32.56396,35.25974,59.0,-85.91
100.00,AVG,32.56396,35.27260,63.0,-85.99
100.00,AVG,32.56396,35.28545,61.0,-86.07
100.00,AVG,32.56396,35.29830,63.0,-86.14
100.00,AVG,32.56396,35.31116,75.0,-86.22
100.00,AVG,32.56396,35.32401,53.0,-86.29
100.00,AVG,32.56396,35.33687,-1.0,-86.37
100.00,AVG,32.56396,35.34972,-8.0,-86.44
100.00,AVG,32.56396,35.36257,-2.0,-86.51
100.00,AVG,32.56396,35.37543,4.0,-86.58
100.00,AVG,32.56396,35.38828,29.0,-86.66
100.00,AVG,32.56396,35.40114,37.0,-86.73
100.00,AVG,32.56396,35.41399,-30.0,-86.80
100.00,AVG,32.56396,35.42684,-22.0,-86.87
100.00,AVG,32.56396,35.43970,14.0,-86.93
100.00,AVG,32.56396,35.45255,16.0,-87.00
100.00,AVG,32.56396,35.46541,12.0,-87.07
100.00,AVG,32.56396,35.47826,38.0,-87.14
100.00,AVG,32.56396,35.49111,8.0,-87.80
100.00,AVG,32.56396,35.50397,19.0,-87.42
100.00,AVG,32.56396,35.51682,121.0,-87.34
100.00,AVG,32.56396,35.52968,125.0,-87.40
100.00,AVG,32.56396,35.54253,-125.0,-87.47
100.00,AVG,32.56396,35.55538,-226.0,-87.69
100.00,AVG,32.56396,35.56824,-238.0,-87.75
100.00,AVG,32.56396,35.58109,-268.0,-88.30
100.00,AVG,32.56396,35.59395,-249.0,-87.72
100.00,AVG,32.56396,35.60680,-216.0,-87.78
100.00,AVG,32.56396,35.61965,-103.0,-87.84
100.00,AVG,32.56396,35.63251,120.0,-87.90
100.00,AVG,32.56396,35.64536,174.0,-87.97
100.00,AVG,32.56396,35.65822,96.0,-88.03
100.00,AVG,32.56396,35.67107,162.0,-88.09
100.00,AVG,32.56396,35.68392,284.0,-88.14
100.00,AVG,32.56396,35.69678,323.0,-88.20
100.00,AVG,32.56396,35.70963,194.0,-88.26
100.00,AVG,32.56396,35.72249,249.0,-88.32
100.00,AVG,32.56396,35.73534,337.0,-88.38
100.00,AVG,32.56396,35.74819,351.0,-88.44
100.00,AVG,32.56396,35.76105,408.0,-88.49
100.00,AVG,32.56396,35.77390,433.0,-88.55
100.00,AVG,32.56396,35.78676,463.0,-88.61
100.00,AVG,32.56396,35.79961,495.0,-88.66
100.00,AVG,32.56396,35.81246,493.0,-88.72
100.00,AVG,32.56396,35.82532,512.0,-88.77
100.00,AVG,32.56396,35.83817,526.0,-88.83
100.00,AVG,32.56396,35.85103,535.0,-88.88
100.00,AVG,32.56396,35.86388,569.0,-88.94
100.00,AVG,32.56396,35.87673,555.0,-88.99
100.00,AVG,32.56396,35.88959,551.0,-89.24
100.00,AVG,32.56396,35.90244,535.0,-89.29
100.00,AVG,32.56396,35.91530,542.0,-89.35
100.00,AVG,32.56396,35.92815,486.0,-89.40
100.00,AVG,32.56396,35.94100,503.0,-89.26
100.00,AVG,32.56396,35.95386,523.0,-89.51
100.00,AVG,32.56396,35.96671,537.0,-89.36
100.00,AVG,32.56396,35.97957,529.0,-89.41
100.00,AVG,32.56396,35.99242,512.0,-89.46
100.00,AVG,32.56396,36.00527,509.0,-89.51
100.00,AVG,32.56396,36.01813,508.0,-89.77
100.00,AVG,32.56396,36.03098,509.0,-89.82
100.00,AVG,32.56396,36.04384,524.0,-89.87
100.00,AVG,32.56396,36.05669,551.0,-89.92
100.00,AVG,32.56396,36.06954,621.0,-89.76
100.00,AVG,32.56396,36.08240,600.0,-89.81
100.00,AVG,32.56396,36.09525,565.0,-89.86
100.00,AVG,32.56396,36.10811,573.0,-89.91
100.00,AVG,32.56396,36.12096,606.0,-89.96
100.00,AVG,32.56396,36.13381,570.0,-90.00
100.00,AVG,32.56396,36.14667,582.0,-90.05
100.00,AVG,32.56396,36.15952,582.0,-90.10
100.00,AVG,32.56396,36.17238,573.0,-90.15
100.00,AVG,32.56396,36.18523,571.0,-90.19
100.00,AVG,32.56396,36.19808,569.0,-90.24
100.00,AVG,32.56396,36.21094,569.0,-90.29
100.00,AVG,32.58369,34.92554,11.0,-83.60
100.00,AVG,32.58369,34.93839,9.0,-83.70
100.00,AVG,32.58369,34.95125,108.0,-83.80
100.00,AVG,32.58369,34.96410,25.0,-83.90
100.00,AVG,32.58369,34.97695,27.0,-84.00
100.00,AVG,32.58369,34.98981,54.0,-84.10
100.00,AVG,32.58369,35.00266,104.0,-84.19
100.00,AVG,32.58369,35.01552,178.0,-84.29
100.00,AVG,32.58369,35.02837,88.0,-84.38
100.00,AVG,32.58369,35.04122,99.0,-84.48
100.00,AVG,32.58369,35.05408,145.0,-84.57
100.00,AVG,32.58369,35.06693,172.0,-84.66
100.00,AVG,32.58369,35.07979,197.0,-84.75
100.00,AVG,32.58369,35.09264,222.0,-84.84
100.00,AVG,32.58369,35.10549,225.0,-84.93
100.00,AVG,32.58369,35.11835,279.0,-85.01
100.00,AVG,32.58369,35.13120,287.0,-85.10
100.00,AVG,32.58369,35.14406,225.0,-85.19
100.00,AVG,32.58369,35.15691,256.0,-85.27
100.00,AVG,32.58369,35.16976,213.0,-85.36
100.00,AVG,32.58369,35.18262,155.0,-85.44
100.00,AVG,32.58369,35.19547,84.0,-85.52
100.00,AVG,32.58369,35.20833,71.0,-85.72
100.00,AVG,32.58369,35.22118,62.0,-85.83
100.00,AVG,32.58369,35.23403,58.0,-85.76
100.00,AVG,32.58369,35.24689,53.0,-85.84
100.00,AVG,32.58369,35.25974,55.0,-85.92
100.00,AVG,32.58369,35.27260,56.0,-86.00
100.00,AVG,32.58369,35.28545,58.0,-86.07
100.00,AVG,32.58369,35.29830,58.0,-86.15
100.00,AVG,32.58369,35.31116,28.0,-86.23
100.00,AVG,32.58369,35.32401,27.0,-86.30
100.00,AVG,32.58369,35.33687,61.0,-86.37
100.00,AVG,32.58369,35.34972,82.0,-86.45
100.00,AVG,32.58369,35.36257,98.0,-86.52
100.00,AVG,32.58369,35.37543,78.0,-86.59
100.00,AVG,32.58369,35.38828,82.0,-86.66
100.00,AVG,32.58369,35.40114,20.0,-86.73
100.00,AVG,32.58369,35.41399,45.0,-86.80
100.00,AVG,32.58369,35.42684,41.0,-86.87
100.00,AVG,32.58369,35.43970,59.0,-86.94
100.00,AVG,32.58369,35.45255,42.0,-87.01
100.00,AVG,32.58369,35.46541,35.0,-87.08
100.00,AVG,32.58369,35.47826,63.0,-87.15
100.00,AVG,32.58369,35.49111,124.0,-87.21
100.00,AVG,32.58369,35.50397,172.0,-87.28
100.00,AVG,32.58369,35.51682,206.0,-87.34
100.00,AVG,32.58369,35.52968,71.0,-87.41
100.00,AVG,32.58369,35.54253,-177.0,-87.48
100.00,AVG,32.58369,35.55538,-226.0,-87.54
100.00,AVG,32.58369,35.56824,-256.0,-87.76
100.00,AVG,32.58369,35.58109,-263.0,-87.67
100.00,AVG,32.58369,35.59395,-236.0,-87.73
100.00,AVG,32.58369,35.60680,-190.0,-87.79
100.00,AVG,32.58369,35.61965,-96.0,-87.85
100.00,AVG,32.58369,35.63251,118.0,-87.91
100.00,AVG,32.58369,35.64536,207.0,-87.98
100.00,AVG,32.58369,35.65822,217.0,-88.04
100.00,AVG,32.58369,35.67107,281.0,-88.10
100.00,AVG,32.58369,35.68392,173.0,-88.16
100.00,AVG,32.58369,35.69678,285.0,-88.21
100.00,AVG,32.58369,35.70963,326.0,-88.27
100.00,AVG,32.58369,35.72249,345.0,-88.33
100.00,AVG,32.58369,35.73534,275.0,-88.39
100.00,AVG,32.58369,35.74819,363.0,-88.45
100.00,AVG,32.58369,35.76105,376.0,-88.50
100.00,AVG,32.58369,35.77390,387.0,-88.56
100.00,AVG,32.58369,35.78676,396.0,-88.62
100.00,AVG,32.58369,35.79961,416.0,-88.67
100.00,AVG,32.58369,35.81246,460.0,-88.73
100.00,AVG,32.58369,35.82532,459.0,-88.78
100.00,AVG,32.58369,35.83817,487.0,-88.84
100.00,AVG,32.58369,35.85103,507.0,-88.89
100.00,AVG,32.58369,35.86388,538.0,-88.95
100.00,AVG,32.58369,35.87673,537.0,-89.00
100.00,AVG,32.58369,35.88959,531.0,-89.06
100.00,AVG,32.58369,35.90244,524.0,-89.11
100.00,AVG,32.58369,35.91530,532.0,-89.16
100.00,AVG,32.58369,35.92815,565.0,-89.21
100.00,AVG,32.58369,35.94100,500.0,-89.27
100.00,AVG,32.58369,35.95386,418.0,-89.52
100.00,AVG,32.58369,35.96671,528.0,-89.37
100.00,AVG,32.58369,35.97957,502.0,-89.42
100.00,AVG,32.58369,35.99242,489.0,-89.47
100.00,AVG,32.58369,36.00527,509.0,-89.52
100.00,AVG,32.58369,36.01813,529.0,-89.57
100.00,AVG,32.58369,36.03098,522.0,-89.62
100.00,AVG,32.58369,36.04384,541.0,-89.88
100.00,AVG,32.58369,36.05669,572.0,-89.72
100.00,AVG,32.58369,36.06954,602.0,-89.77
100.00,AVG,32.58369,36.08240,562.0,-89.82
100.00,AVG,32.58369,36.09525,540.0,-89.87
100.00,AVG,32.58369,36.10811,568.0,-89.92
100.00,AVG,32.58369,36.12096,530.0,-89.97
100.00,AVG,32.58369,36.13381,552.0,-90.02
100.00,AVG,32.58369,36.14667,566.0,-90.06
100.00,AVG,32.58369,36.15952,556.0,-90.11
100.00,AVG,32.58369,36.17238,548.0,-90.16
100.00,AVG,32.58369,36.18523,557.0,-90.20
100.00,AVG,32.58369,36.19808,560.0,-90.25
100.00,AVG,32.58369,36.21094,571.0,-90.30
100.00,AVG,32.60342,34.92554,6.0,-83.59
100.00,AVG,32.60342,34.93839,7.0,-83.70
100.00,AVG,32.60342,34.95125,21.0,-83.80
100.00,AVG,32.60342,34.96410,141.0,-83.90
100.00,AVG,32.60342,34.97695,76.0,-84.00
100.00,AVG,32.60342,34.98981,105.0,-84.10
100.00,AVG,32.60342,35.00266,97.0,-84.19
100.00,AVG,32.60342,35.01552,88.0,-84.29
100.00,AVG,32.60342,35.02837,96.0,-84.39
100.00,AVG,32.60342,35.04122,136.0,-84.48
100.00,AVG,32.60342,35.05408,153.0,-84.57
100.00,AVG,32.60342,35.06693,184.0,-84.66
100.00,AVG,32.60342,35.07979,204.0,-84.75
100.00,AVG,32.60342,35.09264,247.0,-84.84
100.00,AVG,32.60342,35.10549,214.0,-84.93
100.00,AVG,32.60342,35.11835,244.0,-85.02
100.00,AVG,32.60342,35.13120,214.0,-85.11
100.00,AVG,32.60342,35.14406,133.0,-85.19
100.00,AVG,32.60342,35.15691,109.0,-85.28
100.00,AVG,32.60342,35.16976,78.0,-85.36
100.00,AVG,32.60342,35.18262,77.0,-85.45
100.00,AVG,32.60342,35.19547,92.0,-85.53
100.00,AVG,32.60342,35.20833,76.0,-85.61
100.00,AVG,32.60342,35.22118,53.0,-85.80
100.00,AVG,32.60342,35.23403,51.0,-85.89
100.00,AVG,32.60342,35.24689,51.0,-85.85
100.00,AVG,32.60342,35.25974,55.0,-85.93
100.00,AVG,32.60342,35.27260,54.0,-86.01
100.00,AVG,32.60342,35.28545,57.0,-86.08
100.00,AVG,32.60342,35.29830,60.0,-86.16
100.00,AVG,32.60342,35.31116,64.0,-86.23
100.00,AVG,32.60342,35.32401,82.0,-86.31
100.00,AVG,32.60342,35.33687,124.0,-86.38
100.00,AVG,32.60342,35.34972,171.0,-86.46
100.00,AVG,32.60342,35.36257,217.0,-86.53
100.00,AVG,32.60342,35.37543,198.0,-86.60
100.00,AVG,32.60342,35.38828,85.0,-86.67
100.00,AVG,32.60342,35.40114,62.0,-86.74
100.00,AVG,32.60342,35.41399,80.0,-86.81
100.00,AVG,32.60342,35.42684,99.0,-86.88
100.00,AVG,32.60342,35.43970,107.0,-86.95
100.00,AVG,32.60342,35.45255,104.0,-87.02
100.00,AVG,32.60342,35.46541,154.0,-87.09
100.00,AVG,32.60342,35.47826,158.0,-87.16
100.00,AVG,32.60342,35.49111,166.0,-87.22
100.00,AVG,32.60342,35.50397,160.0,-87.29
100.00,AVG,32.60342,35.51682,183.0,-87.36
100.00,AVG,32.60342,35.52968,-11.0,-87.42
100.00,AVG,32.60342,35.54253,-207.0,-87.49
100.00,AVG,32.60342,35.55538,-248.0,-87.55
100.00,AVG,32.60342,35.56824,-261.0,-87.62
100.00,AVG,32.60342,35.58109,-221.0,-87.68
100.00,AVG,32.60342,35.59395,-218.0,-87.74
100.00,AVG,32.60342,35.60680,-218.0,-87.80
100.00,AVG,32.60342,35.61965,-86.0,-87.87
100.00,AVG,32.60342,35.63251,37.0,-87.93
100.00,AVG,32.60342,35.64536,54.0,-87.99
100.00,AVG,32.60342,35.65822,66.0,-88.05
100.00,AVG,32.60342,35.67107,88.0,-88.11
100.00,AVG,32.60342,35.68392,177.0,-88.17
100.00,AVG,32.60342,35.69678,309.0,-88.23
100.00,AVG,32.60342,35.70963,311.0,-88.28
100.00,AVG,32.60342,35.72249,255.0,-88.34
100.00,AVG,32.60342,35.73534,341.0,-88.40
100.00,AVG,32.60342,35.74819,323.0,-88.46
100.00,AVG,32.60342,35.76105,326.0,-88.52
100.00,AVG,32.60342,35.77390,372.0,-88.57
100.00,AVG,32.60342,35.78676,405.0,-88.63
100.00,AVG,32.60342,35.79961,425.0,-88.68
100.00,AVG,32.60342,35.81246,419.0,-88.74
100.00,AVG,32.60342,35.82532,442.0,-88.80
100.00,AVG,32.60342,35.83817,496.0,-88.85
100.00,AVG,32.60342,35.85103,542.0,-88.91
100.00,AVG,32.60342,35.86388,552.0,-88.96
100.00,AVG,32.60342,35.87673,551.0,-89.01
100.00,AVG,32.60342,35.88959,505.0,-89.07
100.00,AVG,32.60342,35.90244,531.0,-89.12
100.00,AVG,32.60342,35.91530,507.0,-89.17
100.00,AVG,32.60342,35.92815,469.0,-89.23
100.00,AVG,32.60342,35.94100,491.0,-89.28
100.00,AVG,32.60342,35.95386,378.0,-89.53
100.00,AVG,32.60342,35.96671,510.0,-89.38
100.00,AVG,32.60342,35.97957,482.0,-89.43
100.00,AVG,32.60342,35.99242,488.0,-89.48
100.00,AVG,32.60342,36.00527,504.0,-89.54
100.00,AVG,32.60342,36.01813,498.0,-89.59
100.00,AVG,32.60342,36.03098,507.0,-89.64
100.00,AVG,32.60342,36.04384,520.0,-89.89
100.00,AVG,32.60342,36.05669,542.0,-89.73
100.00,AVG,32.60342,36.06954,569.0,-89.78
100.00,AVG,32.60342,36.08240,542.0,-89.83
100.00,AVG,32.60342,36.09525,538.0,-89.88
100.00,AVG,32.60342,36.10811,501.0,-89.93
100.00,AVG,32.60342,36.12096,536.0,-89.98
100.00,AVG,32.60342,36.13381,537.0,-90.03
100.00,AVG,32.60342,36.14667,543.0,-90.07
100.00,AVG,32.60342,36.15952,549.0,-90.12
100.00,AVG,32.60342,36.17238,546.0,-90.17
100.00,AVG,32.60342,36.18523,558.0,-90.22
100.00,AVG,32.60342,36.19808,568.0,-90.26
100.00,AVG,32.60342,36.21094,576.0,-90.31
100.00,AVG,32.62314,34.92554,6.0,-83.59
100.00,AVG,32.62314,34.93839,11.0,-83.70
100.00,AVG,32.62314,34.95125,16.0,-83.80
100.00,AVG,32.62314,34.96410,105.0,-83.90
100.00,AVG,32.62314,34.97695,128.0,-84.00
100.00,AVG,32.62314,34.98981,141.0,-84.10
100.00,AVG,32.62314,35.00266,153.0,-84.20
100.00,AVG,32.62314,35.01552,160.0,-84.29
100.00,AVG,32.62314,35.02837,178.0,-84.39
100.00,AVG,32.62314,35.04122,173.0,-84.48
100.00,AVG,32.62314,35.05408,201.0,-84.57
100.00,AVG,32.62314,35.06693,209.0,-84.67
100.00,AVG,32.62314,35.07979,237.0,-84.76
100.00,AVG,32.62314,35.09264,179.0,-84.85
100.00,AVG,32.62314,35.10549,172.0,-84.94
100.00,AVG,32.62314,35.11835,206.0,-85.03
100.00,AVG,32.62314,35.13120,127.0,-85.11
100.00,AVG,32.62314,35.14406,57.0,-85.20
100.00,AVG,32.62314,35.15691,47.0,-85.29
100.00,AVG,32.62314,35.16976,51.0,-85.37
100.00,AVG,32.62314,35.18262,49.0,-85.45
100.00,AVG,32.62314,35.19547,57.0,-85.54
100.00,AVG,32.62314,35.20833,65.0,-85.62
100.00,AVG,32.62314,35.22118,56.0,-85.70
100.00,AVG,32.62314,35.23403,52.0,-85.78
100.00,AVG,32.62314,35.24689,54.0,-85.86
100.00,AVG,32.62314,35.25974,55.0,-85.94
100.00,AVG,32.62314,35.27260,60.0,-86.01
100.00,AVG,32.62314,35.28545,67.0,-86.09
100.00,AVG,32.62314,35.29830,73.0,-86.17
100.00,AVG,32.62314,35.31116,105.0,-86.24
100.00,AVG,32.62314,35.32401,182.0,-86.32
100.00,AVG,32.62314,35.33687,333.0,-86.39
100.00,AVG,32.62314,35.34972,363.0,-86.46
100.00,AVG,32.62314,35.36257,365.0,-86.54
100.00,AVG,32.62314,35.37543,252.0,-86.61
100.00,AVG,32.62314,35.38828,265.0,-86.68
100.00,AVG,32.62314,35.40114,157.0,-86.75
100.00,AVG,32.62314,35.41399,182.0,-86.82
100.00,AVG,32.62314,35.42684,160.0,-86.89
100.00,AVG,32.62314,35.43970,158.0,-86.96
100.00,AVG,32.62314,35.45255,100.0,-87.03
100.00,AVG,32.62314,35.46541,72.0,-87.10
100.00,AVG,32.62314,35.47826,14.0,-87.17
100.00,AVG,32.62314,35.49111,-44.0,-87.24
100.00,AVG,32.62314,35.50397,-103.0,-87.30
100.00,AVG,32.62314,35.51682,-56.0,-87.37
100.00,AVG,32.62314,35.52968,9.0,-87.43
100.00,AVG,32.62314,35.54253,-64.0,-87.50
100.00,AVG,32.62314,35.55538,-173.0,-87.56
100.00,AVG,32.62314,35.56824,-249.0,-87.63
100.00,AVG,32.62314,35.58109,-217.0,-88.38
100.00,AVG,32.62314,35.59395,-216.0,-88.44
100.00,AVG,32.62314,35.60680,-219.0,-87.82
100.00,AVG,32.62314,35.61965,-128.0,-87.88
100.00,AVG,32.62314,35.63251,-39.0,-87.94
100.00,AVG,32.62314,35.64536,-50.0,-88.00
100.00,AVG,32.62314,35.65822,-96.0,-88.06
100.00,AVG,32.62314,35.67107,15.0,-88.12
100.00,AVG,32.62314,35.68392,222.0,-88.18
100.00,AVG,32.62314,35.69678,236.0,-88.24
100.00,AVG,32.62314,35.70963,180.0,-88.30
100.00,AVG,32.62314,35.72249,125.0,-88.36
100.00,AVG,32.62314,35.73534,209.0,-88.41
100.00,AVG,32.62314,35.74819,312.0,-88.47
100.00,AVG,32.62314,35.76105,277.0,-88.53
100.00,AVG,32.62314,35.77390,306.0,-88.59
100.00,AVG,32.62314,35.78676,360.0,-88.64
100.00,AVG,32.62314,35.79961,415.0,-88.70
100.00,AVG,32.62314,35.81246,424.0,-88.75
100.00,AVG,32.62314,35.82532,471.0,-88.81
100.00,AVG,32.62314,35.83817,529.0,-88.86
100.00,AVG,32.62314,35.85103,540.0,-88.92
100.00,AVG,32.62314,35.86388,539.0,-88.97
100.00,AVG,32.62314,35.87673,496.0,-89.03
100.00,AVG,32.62314,35.88959,515.0,-89.08
100.00,AVG,32.62314,35.90244,489.0,-89.13
100.00,AVG,32.62314,35.91530,488.0,-89.19
100.00,AVG,32.62314,35.92815,495.0,-89.24
100.00,AVG,32.62314,35.94100,347.0,-89.48
100.00,AVG,32.62314,35.95386,383.0,-89.54
100.00,AVG,32.62314,35.96671,467.0,-89.39
100.00,AVG,32.62314,35.97957,468.0,-89.45
100.00,AVG,32.62314,35.99242,461.0,-89.50
100.00,AVG,32.62314,36.00527,489.0,-89.55
100.00,AVG,32.62314,36.01813,503.0,-89.60
100.00,AVG,32.62314,36.03098,520.0,-89.65
100.00,AVG,32.62314,36.04384,540.0,-89.70
100.00,AVG,32.62314,36.05669,511.0,-89.75
100.00,AVG,32.62314,36.06954,522.0,-89.80
100.00,AVG,32.62314,36.08240,528.0,-89.85
100.00,AVG,32.62314,36.09525,487.0,-89.89
100.00,AVG,32.62314,36.10811,517.0,-89.94
100.00,AVG,32.62314,36.12096,524.0,-89.99
100.00,AVG,32.62314,36.13381,534.0,-90.04
100.00,AVG,32.62314,36.14667,533.0,-90.09
100.00,AVG,32.62314,36.15952,550.0,-90.13
100.00,AVG,32.62314,36.17238,556.0,-90.18
100.00,AVG,32.62314,36.18523,561.0,-90.23
100.00,AVG,32.62314,36.19808,574.0,-90.27
